Camptothecin	5-Fluorouracil	Afatinib	Taselisib	PD0325901	Linsitinib	Sapitinib	Luminespib	Alpelisib	SCH772984
1331036	-5.140084	2.235866	0.452922	-1.70087	-0.594385	2.937938	2.1635	-4.693	1.860332	2.220657
1331037	-4.014699	3.378583	0.110208	-4.701326	-0.739579	2.753913	1.201173	-4.070258	0.265496	1.884142
1331038	-4.801422	4.901552	1.803509	3.721363	0.133456	2.939876	3.718325	0.337391	3.27133	2.676036
1331039	-4.82898	1.891128	1.787058	1.162085	1.729144	3.279307	4.233448	-2.672327	3.790789	2.728745
1331040	-5.507097	-0.278277	1.667095	3.063983	-0.523881	2.98714	2.889021	-3.563962	3.324777	2.550682
1331045	-3.362328	3.733149	1.632915	4.19554	0.56693	3.369422	4.559178	-0.052793	3.364795	3.551448
1331048	-4.580408	2.341289	0.791583	1.659581	0.477613	2.605205	2.471814	-3.162196	3.386042	2.814343
1331049	-5.139287	2.747068	1.152309	1.081169	0.636677	3.694862	3.924993	-3.400891	3.571289	3.173106
1331050	-4.388804	3.936584	0.845182	-0.242817	0.011703	3.060125	1.944206	-4.239831	2.776785	3.442544
1479987	-3.263647	4.105461	1.149417	1.86231	1.410823	4.783796	2.747375	-3.56729	2.950399	3.567291
1479988	-2.628769	4.099598	2.919657	4.539663	-0.690112	5.104277	5.153079	-2.487036	5.231338	0.433651
1480362	-1.731043	7.882465	5.142402	4.488126	3.141052	5.484688	5.916024	0.241724	6.326376	6.136991
1480364	2.21276	7.149926	-1.817914	-0.560157	0.319166	6.392926	-1.411982	3.812771	2.152388	2.087312
1480371	-3.114284	3.237401	4.588478	1.819012	0.043749	4.177725	5.224966	-1.776851	4.762734	2.107682
1480372	-2.417972	6.7673	2.51212	2.363233	1.029796	4.458502	4.243993	1.683887	3.837638	3.138731
1503361	-1.66711	4.118659	1.428589	2.162807	0.488015	3.346863	3.009219	-3.400768	3.696001	3.076107
1503362	-1.639185	3.673838	1.104481	-1.311502	-0.6098	0.185382	2.225485	-2.586211	0.96049	0.705656
1503363	-2.459083	4.673721	2.572103	1.597343	1.455642	1.549081	2.734035	-1.912346	3.186074	4.035984
1503364	NA	5.067084	NA	NA	NA	NA	NA	NA	NA	NA
1503365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1503366	-2.882568	NA	1.307634	1.915353	2.109732	3.991316	2.272492	-0.824766	3.422567	3.418948
1503367	-2.072459	2.731527	2.713813	2.967012	0.05661	4.197202	5.520297	-1.291703	5.779001	-0.032905
1503368	1.640407	5.118552	-1.445123	1.040772	1.865564	4.132609	-0.121956	-0.716719	2.857139	4.824364
1503370	-2.75555	4.599759	1.239519	1.545468	0.650731	3.096253	2.003252	-3.607182	2.095316	1.25901
1503371	-1.503316	5.917359	-2.976919	0.716715	1.939826	3.473566	-0.393285	-2.365184	3.012679	2.379787
1509073	-0.269928	6.192118	2.280268	4.159016	1.612676	5.092333	3.556844	-2.015945	4.886125	3.195181
1524416	-2.573593	5.254375	2.121816	2.035201	1.823426	5.080989	3.725325	-1.393738	3.839418	4.83579
1659818	-3.780488	3.883207	1.590824	-2.404915	-0.233657	-0.950488	4.05981	-3.718823	0.22835	2.570884
1660035	1.967806	6.20135	2.43419	4.914924	-0.561473	5.777782	3.300706	1.541474	4.990659	1.257409
1290906	NA	5.998151	NA	NA	NA	NA	NA	NA	NA	NA
